0.000000E0	2.548392E-1	-5.980708E-2
3.324444E-2	2.494505E-1	-7.986550E-2
6.653333E-2	2.420565E-1	-9.909249E-2
9.981111E-2	2.333769E-1	-1.181199E-1
1.331111E-1	2.239088E-1	-1.358451E-1
1.664000E-1	2.124766E-1	-1.535149E-1
1.996778E-1	1.995585E-1	-1.706060E-1
2.329667E-1	1.855441E-1	-1.857771E-1
2.662556E-1	1.714678E-1	-1.991900E-1
2.995556E-1	1.547910E-1	-2.120741E-1
3.328333E-1	1.382917E-1	-2.234985E-1
3.661222E-1	1.202373E-1	-2.334993E-1
3.994000E-1	1.010185E-1	-2.424352E-1
4.327000E-1	8.289754E-2	-2.490058E-1
4.659778E-1	6.221686E-2	-2.554282E-1
4.992667E-1	4.304459E-2	-2.583800E-1
5.326000E-1	2.290178E-2	-2.620038E-1
5.658889E-1	2.067471E-3	-2.625899E-1
5.991333E-1	-1.866443E-2	-2.619050E-1
6.324667E-1	-3.924220E-2	-2.604598E-1
6.657222E-1	-5.633994E-2	-2.558230E-1
6.990000E-1	-7.636244E-2	-2.499314E-1
7.323222E-1	-9.589835E-2	-2.440990E-1
7.655667E-1	-1.141935E-1	-2.365904E-1
7.988556E-1	-1.323099E-1	-2.270922E-1
8.321556E-1	-1.487966E-1	-2.157908E-1
8.654889E-1	-1.649783E-1	-2.038977E-1
8.987333E-1	-1.800783E-1	-1.907747E-1
9.320111E-1	-1.935503E-1	-1.758142E-1
9.653111E-1	-2.070114E-1	-1.611451E-1
9.986000E-1	-2.182440E-1	-1.447605E-1
1.031922E0	-2.284340E-1	-1.275761E-1
1.065211E0	-2.373260E-1	-1.098618E-1
1.098456E0	-2.443821E-1	-9.429829E-2
1.131744E0	-2.505899E-1	-7.584116E-2
1.165033E0	-2.554326E-1	-5.695691E-2
1.198322E0	-2.586612E-1	-3.772626E-2
1.231644E0	-2.614089E-1	-1.861113E-2
1.264933E0	-2.618979E-1	7.647550E-4
1.298189E0	-2.609856E-1	1.684783E-2
1.331467E0	-2.596055E-1	3.608633E-2
1.364756E0	-2.555353E-1	5.478697E-2
1.398056E0	-2.506721E-1	7.271850E-2
1.431333E0	-2.459377E-1	8.982638E-2
1.464622E0	-2.364590E-1	1.082016E-1
1.497900E0	-2.296331E-1	1.231986E-1
1.531200E0	-2.202857E-1	1.395004E-1
1.564533E0	-2.096495E-1	1.550987E-1
1.597822E0	-1.982857E-1	1.701038E-1
1.631144E0	-1.862314E-1	1.820787E-1
1.664433E0	-1.721427E-1	1.951088E-1
1.697644E0	-1.583522E-1	2.056868E-1
1.730956E0	-1.441822E-1	2.173385E-1
1.764256E0	-1.282279E-1	2.268681E-1
1.797567E0	-1.122578E-1	2.337982E-1
1.830822E0	-9.543119E-2	2.412076E-1
1.864178E0	-7.791033E-2	2.471639E-1
1.897500E0	-5.970569E-2	2.517671E-1
1.930711E0	-4.162874E-2	2.560977E-1
1.964011E0	-2.314033E-2	2.584530E-1
1.997356E0	-7.174082E-3	2.589656E-1
2.030611E0	1.169750E-2	2.592852E-1
2.063889E0	3.025121E-2	2.567997E-1
2.097178E0	4.862434E-2	2.537093E-1
2.130456E0	6.679741E-2	2.496085E-1
2.163756E0	8.279461E-2	2.457842E-1
2.197011E0	9.966188E-2	2.388331E-1
2.230344E0	1.169823E-1	2.310741E-1
2.263578E0	1.336673E-1	2.216214E-1
2.296933E0	1.497466E-1	2.117666E-1
2.330167E0	1.652359E-1	2.002620E-1
2.363456E0	1.777200E-1	1.884624E-1
2.396700E0	1.908746E-1	1.756375E-1
2.430089E0	2.030413E-1	1.612001E-1
2.463367E0	2.151657E-1	1.474680E-1
2.496611E0	2.248657E-1	1.314093E-1
2.529844E0	2.341194E-1	1.154708E-1
2.563144E0	2.418654E-1	9.796604E-2
2.596444E0	2.487124E-1	7.996596E-2
2.629733E0	2.531227E-1	6.249865E-2
