5.005000E-1	-7.514080E0	2.391785E1
5.338667E-1	-6.272639E0	3.331254E1
5.672333E-1	-4.788369E0	4.243695E1
6.006000E-1	-3.132228E0	5.005584E1
6.339667E-1	-1.504978E0	5.669164E1
6.673333E-1	3.547362E-1	6.227078E1
7.007000E-1	1.729108E0	6.647464E1
7.340667E-1	3.340451E0	6.932985E1
7.674333E-1	5.118801E0	7.136937E1
8.008000E-1	7.032801E0	7.205542E1
8.341667E-1	8.947189E0	7.101046E1
8.675333E-1	1.064655E1	6.886991E1
9.009000E-1	1.229495E1	6.554642E1
9.342667E-1	1.392220E1	6.098166E1
9.676333E-1	1.576078E1	5.459946E1
1.001000E0	1.745143E1	4.737194E1
1.034367E0	1.920548E1	3.843263E1
1.067733E0	2.083273E1	2.788720E1
1.601600E0	-6.237808E-1	2.722327E1
1.634967E0	-2.179063E0	3.739242E1
1.668333E0	-4.315683E0	4.612508E1
1.701700E0	-6.386728E0	5.377527E1
1.735067E0	-8.056244E0	6.011521E1
1.768433E0	-1.012729E1	6.537735E1
1.801800E0	-1.211380E1	6.941378E1
1.835167E0	-1.418485E1	7.249921E1
1.868533E0	-1.621363E1	7.440119E1
1.901900E0	-1.820014E1	7.473932E1
1.935267E0	-2.035572E1	7.368267E1
1.968633E0	-2.232110E1	7.129462E1
2.002000E0	-2.437101E1	6.799786E1
2.035367E0	-2.658999E1	6.317951E1
2.068733E0	-2.851310E1	5.679731E1
2.102100E0	-3.049961E1	4.959091E1
2.135467E0	-3.254953E1	4.048254E1
2.168833E0	-3.436697E1	3.014845E1
2.702700E0	-9.357291E0	2.375379E1
2.736067E0	-7.562734E0	3.332476E1
2.769433E0	-6.110456E0	4.281190E1
2.802800E0	-4.615973E0	5.001531E1
2.836167E0	-2.724569E0	5.700552E1
2.869533E0	-9.129589E-1	6.247390E1
2.902900E0	8.315545E-1	6.695261E1
2.936267E0	2.928326E0	7.040808E1
2.969633E0	4.840581E0	7.250486E1
3.003000E0	6.803158E0	7.339389E1
3.036367E0	8.463059E0	7.303648E1
3.069733E0	1.032573E1	7.101195E1
3.103100E0	1.227154E1	6.755648E1
3.136467E0	1.415024E1	6.314487E1
3.169833E0	1.591153E1	5.677069E1
3.203200E0	1.760572E1	4.935650E1
3.236567E0	1.926636E1	4.028168E1
3.269933E0	2.170396E1	2.999348E1
3.303300E0	2.330684E1	1.988576E1
3.837167E0	2.136791E-1	2.566799E1
3.870533E0	-2.179063E0	3.476041E1
3.903900E0	-4.140695E0	4.253127E1
3.937267E0	-6.137756E0	4.929465E1
3.970633E0	-8.134817E0	5.515270E1
4.004000E0	-1.015851E1	5.973262E1
4.037367E0	-1.212894E1	6.290129E1
4.070733E0	-1.404612E1	6.519126E1
4.104100E0	-1.628283E1	6.641612E1
4.137467E0	-1.838640E1	6.551079E1
4.170833E0	-2.048997E1	6.370012E1
4.204200E0	-2.264679E1	6.039831E1
4.237567E0	-2.483025E1	5.581838E1
4.270933E0	-2.693382E1	4.985383E1
4.304300E0	-2.903739E1	4.221174E1
4.337667E0	-3.103445E1	3.331816E1
4.371033E0	-3.327116E1	2.296007E1
4.404400E0	-3.478892E1	1.156351E1
