1.334667E-1	-4.437154E-2	2.406040E1
1.668333E-1	-1.820152E0	3.320513E1
2.002000E-1	-3.478993E0	4.123802E1
2.335667E-1	-5.594786E0	4.844428E1
2.669333E-1	-7.373766E0	5.454025E1
3.003000E-1	-8.820669E0	5.918931E1
3.336667E-1	-1.057593E1	6.281843E1
3.670333E-1	-1.235491E1	6.514296E1
4.004000E-1	-1.422877E1	6.621035E1
4.337667E-1	-1.577055E1	6.592571E1
4.671333E-1	-1.759697E1	6.457369E1
5.005000E-1	-1.932851E1	6.170360E1
5.338667E-1	-2.115492E1	5.769497E1
5.672333E-1	-2.288646E1	5.233431E1
6.006000E-1	-2.426221E1	4.540815E1
6.339667E-1	-2.604119E1	3.736717E1
6.673333E-1	-2.741693E1	2.816392E1
1.234567E0	-8.288708E0	2.317452E1
1.267933E0	-7.084186E0	3.224803E1
1.301300E0	-5.245540E0	4.134900E1
1.334667E0	-3.554890E0	4.887239E1
1.368033E0	-1.800842E0	5.559272E1
1.401400E0	3.970024E-1	6.091826E1
1.434767E0	2.129918E0	6.537735E1
1.468133E0	4.200963E0	6.850505E1
1.501500E0	6.187476E0	7.015344E1
1.534867E0	8.131723E0	7.085083E1
1.568233E0	1.016050E1	6.998437E1
1.601600E0	1.193568E1	6.774426E1
1.634967E0	1.362633E1	6.459543E1
1.668333E0	1.573964E1	5.965028E1
1.701700E0	1.762049E1	5.360621E1
1.735067E0	1.950134E1	4.595602E1
1.768433E0	2.138219E1	3.657291E1
1.801800E0	2.345323E1	2.619655E1
2.369033E0	-1.088994E0	2.628292E1
2.402400E0	-3.255798E0	3.511932E1
2.435767E0	-4.884980E0	4.305102E1
2.469133E0	-7.007145E0	4.998542E1
2.502500E0	-8.890193E0	5.572423E1
2.535867E0	-1.074335E1	6.029735E1
2.569233E0	-1.247695E1	6.334609E1
2.602600E0	-1.441978E1	6.543837E1
2.635967E0	-1.651205E1	6.639483E1
2.669333E0	-1.836521E1	6.582693E1
2.702700E0	-2.030804E1	6.421289E1
2.736067E0	-2.231065E1	6.098481E1
2.769433E0	-2.437303E1	5.647147E1
2.802800E0	-2.631586E1	5.067288E1
2.836167E0	-2.798968E1	4.308091E1
2.869533E0	-2.986002E1	3.445332E1
2.902900E0	-3.180606E1	2.458890E1
3.436767E0	-7.326326E0	1.879463E1
3.470133E0	-5.768177E0	2.841964E1
3.503500E0	-4.361361E0	3.822108E1
3.536867E0	-2.700980E0	4.635694E1
3.570233E0	-1.396396E0	5.278499E1
3.603600E0	3.351440E-1	5.921303E1
3.636967E0	2.042964E0	6.436021E1
3.670333E0	3.845663E0	6.784701E1
3.703700E0	5.600922E0	7.007666E1
3.737067E0	7.474780E0	7.152357E1
3.770433E0	9.158880E0	7.145241E1
3.803800E0	1.091414E1	7.000550E1
3.837167E0	1.252811E1	6.740134E1
3.870533E0	1.444838E1	6.331654E1
3.903900E0	1.606132E1	5.802705E1
3.937267E0	1.788774E1	5.138552E1
3.970633E0	1.961928E1	4.322594E1
4.004000E0	2.156429E1	3.347713E1
4.571233E0	9.657479E-1	1.993461E1
4.604600E0	-6.237808E-1	2.973565E1
4.637967E0	-2.054439E0	3.917229E1
4.671333E0	-3.449225E0	4.703381E1
4.704700E0	-4.822877E0	5.392320E1
4.738067E0	-6.090864E0	5.986161E1
4.771433E0	-7.443384E0	6.444750E1
4.804800E0	-8.711371E0	6.778653E1
4.838167E0	-1.008502E1	6.994211E1
4.871533E0	-1.160661E1	7.085083E1
4.904900E0	-1.295913E1	7.028024E1
4.938267E0	-1.426938E1	6.848392E1
4.971633E0	-1.564303E1	6.565208E1
5.005000E0	-1.684762E1	6.161566E1
5.038367E0	-1.815787E1	5.614218E1
